"","truseq","inlysate","purified_RNA","rank","rand_truseq","inlysate_truseq","purified_truseq","inlysate_purified","rand_truseq_truseq"
"32470","LOC107986441","LOC107986741","LOC107986441",32470,"CKM",31761,32470,31761,27402
"32471","LOC107986446","LOC107986743","LOC107986446",32471,"GABPB1-AS1",31762,32471,31762,27403
"32472","LOC107986448","LOC107986744","LOC107986448",32472,"PRDM5",31763,32472,31763,27404
"32473","LOC107986453","LOC107986745","LOC107986453",32473,"LOC107987353",31765,32473,31765,27405
"32474","LOC107986454","LOC107986746","LOC107986454",32474,"STAB2",31766,32474,31766,27405
"32475","LOC107986458","LOC107986747","LOC107986458",32475,"LINC01803",31767,32475,31767,27407
"32476","LOC107986459","LOC107986749","LOC107986459",32476,"ZGPAT",31768,32476,31768,27408
"32477","LOC107986461","LOC107986750","LOC107986461",32477,"LOC101928372",31769,32477,31769,27410
"32478","LOC107986462","LOC107986751","LOC107986462",32478,"CCDC28A",31770,32478,31770,27412
"32479","LOC107986463","LOC107986755","LOC107986463",32479,"ACCSL",31771,32479,31771,27414
"32480","LOC107986464","LOC107986756","LOC107986464",32480,"LOC105375668",31773,32480,31773,27415
"32481","LOC107986466","LOC107986757","LOC107986466",32481,"SCGB3A2",31774,32481,31774,27416
"32482","LOC107986469","LOC107986758","LOC107986469",32482,"ERCC2",31775,32482,31775,27418
"32483","LOC107986470","LOC107986759","LOC107986470",32483,"LINC02520",31776,32483,31776,27420
"32484","LOC107986472","LOC107986760","LOC107986472",32484,"LOC105375979",31777,32484,31777,27422
"32485","LOC107986473","LOC107986761","LOC107986473",32485,"LOC101929415",31778,32485,31778,27424
"32486","LOC107986474","LOC107986763","LOC107986474",32486,"LOC105375875",31779,32486,31779,27426
"32487","LOC107986475","LOC107986766","LOC107986475",32487,"MIR548F3",31780,32487,31780,27427
"32488","LOC107986478","LOC107986768","LOC107986478",32488,"RNASEK",31781,32488,31781,27429
"32489","LOC107986479","LOC107986769","LOC107986479",32489,"ALDH16A1",31782,32489,31782,27431
"32490","LOC107986483","LOC107986770","LOC107986483",32490,"EPSTI1",31783,32490,31783,27433
"32491","LOC107986484","LOC107986773","LOC107986484",32491,"SPDYE17",31784,32491,31784,27434
"32492","LOC107986485","LOC107986774","LOC107986485",32492,"PET100",31786,32492,31786,27436
"32493","LOC107986486","LOC107986775","LOC107986486",32493,"EDRF1",31787,32493,31787,27438
"32494","LOC107986487","LOC107986781","LOC107986487",32494,"LOC105370738",31788,32494,31788,27440
"32495","LOC107986489","LOC107986782","LOC107986489",32495,"CBLB",31789,32495,31789,27442
"32496","LOC107986490","LOC107986784","LOC107986490",32496,"KDM4A-AS1",31790,32496,31790,27443
"32497","LOC107986491","LOC107986786","LOC107986491",32497,"AA06",31791,32497,31791,27445
"32498","LOC107986492","LOC107986787","LOC107986492",32498,"TUB-AS1",31792,32498,31792,27446
"32499","LOC107986493","LOC107986789","LOC107986493",32499,"WFDC3",31793,32499,31793,27448
"32500","LOC107986494","LOC107986790","LOC107986494",32500,"LOC100507513",31794,32500,31794,27450
"32501","LOC107986495","LOC107986794","LOC107986495",32501,"LOC101927325",31795,32501,31795,27452
"32502","LOC107986512","LOC107986796","LOC107986512",32502,"ZC3H18-AS1",31796,32502,31796,27454
"32503","LOC107986514","LOC107986800","LOC107986514",32503,"LRRCC1",31797,32503,31797,27455
"32504","LOC107986519","LOC107986811","LOC107986519",32504,"ZNF197",31798,32504,31798,27457
"32505","LOC107986521","LOC107986812","LOC107986521",32505,"MIR1260B",31799,32505,31799,27458
"32506","LOC107986522","LOC107986814","LOC107986522",32506,"SIGLEC5",31801,32506,31801,27459
"32507","LOC107986523","LOC107986815","LOC107986523",32507,"MIR3614",31802,32507,31802,27460
"32508","LOC107986524","LOC107986816","LOC107986524",32508,"RBIS",31803,32508,31803,27462
"32509","LOC107986525","LOC107986817","LOC107986525",32509,"LOC105379272",31804,32509,31804,27464
"32510","LOC107986526","LOC107986819","LOC107986526",32510,"MIR4261",31805,32510,31805,27465
"32511","LOC107986528","LOC107986822","LOC107986528",32511,"NPTN",31807,32511,31807,27467
"32512","LOC107986537","LOC107986823","LOC107986537",32512,"LOC105377917",31808,32512,31808,27469
"32513","LOC107986538","LOC107986824","LOC107986538",32513,"SMIM2-IT1",31810,32513,31810,27470
"32514","LOC107986539","LOC107986826","LOC107986539",32514,"PCNX2",31811,32514,31811,27471
"32515","LOC107986540","LOC107986828","LOC107986540",32515,"PCYOX1L",31812,32515,31812,27472
"32516","LOC107986541","LOC107986829","LOC107986541",32516,"NCAPG",31813,32516,31813,27474
"32517","LOC107986543","LOC107986830","LOC107986543",32517,"CDC25A",31814,32517,31814,27476
"32518","LOC107986544","LOC107986832","LOC107986544",32518,"COMMD9",31815,32518,31815,27478
"32519","LOC107986545","LOC107986834","LOC107986545",32519,"INSM2",31816,32519,31816,27479
"32520","LOC107986546","LOC107986835","LOC107986546",32520,"CSN1S1",31817,32520,31817,27481
"32521","LOC107986547","LOC107986836","LOC107986547",32521,"AURKAIP1",31818,32521,31818,27483
"32522","LOC107986548","LOC107986837","LOC107986548",32522,"TADA2A",31819,32522,31819,27485
"32523","LOC107986550","LOC107986840","LOC107986550",32523,"EN1",31820,32523,31820,27487
"32524","LOC107986551","LOC107986841","LOC107986551",32524,"CDH19",31821,32524,31821,27489
"32525","LOC107986552","LOC107986842","LOC107986552",32525,"MIR1179",31822,32525,31822,27490
"32526","LOC107986553","LOC107986843","LOC107986553",32526,"MAL2",31823,32526,31823,27491
"32527","LOC107986555","LOC107986845","LOC107986555",32527,"LOC105370071",31824,32527,31824,27493
"32528","LOC107986556","LOC107986847","LOC107986556",32528,"FGF14",31825,32528,31825,27495
"32529","LOC107986559","LOC107986849","LOC107986559",32529,"POU3F3",31827,32529,31827,27497
"32530","LOC107986560","LOC107986854","LOC107986560",32530,"TMEM47",31828,32530,31828,27499
"32531","LOC107986561","LOC107986855","LOC107986561",32531,"LOC105376461",31829,32531,31829,27501
"32532","LOC107986564","LOC107986860","LOC107986564",32532,"LOC101926923",31830,32532,31830,27503
"32533","LOC107986566","LOC107986863","LOC107986566",32533,"FAM111B",31831,32533,31831,27505
"32534","LOC107986567","LOC107986864","LOC107986567",32534,"HOXC6",31832,32534,31832,27507
"32535","LOC107986570","LOC107986865","LOC107986570",32535,"LOC105376940",31833,32535,31833,27509
"32536","LOC107986572","LOC107986868","LOC107986572",32536,"CKAP5",31834,32536,31834,27511
"32537","LOC107986573","LOC107986876","LOC107986573",32537,"ZNF365",31836,32537,31836,27513
"32538","LOC107986574","LOC107986880","LOC107986574",32538,"LOC105377664",31837,32538,31837,27515
"32539","LOC107986575","LOC107986881","LOC107986575",32539,"TTC39A-AS1",31838,32539,31838,27516
"32540","LOC107986576","LOC107986883","LOC107986576",32540,"LOC107984840",31840,32540,31840,27518
"32541","LOC107986577","LOC107986884","LOC107986577",32541,"LINC00602",31841,32541,31841,27520
"32542","LOC107986578","LOC107986885","LOC107986578",32542,"C11orf68",31842,32542,31842,27522
"32543","LOC107986582","LOC107986886","LOC107986582",32543,"LOC105372348",31843,32543,31843,27524
"32544","LOC107986586","LOC107986887","LOC107986586",32544,"EIPR1",31844,32544,31844,27526
"32545","LOC107986588","LOC107986891","LOC107986588",32545,"GPATCH1",31845,32545,31845,27528
"32546","LOC107986589","LOC107986892","LOC107986589",32546,"PIGR",31846,32546,31846,27528
"32547","LOC107986590","LOC107986893","LOC107986590",32547,"KCNK13",31847,32547,31847,27530
"32548","LOC107986594","LOC107986894","LOC107986594",32548,"PRSS3P2",31848,32548,31848,27531
"32549","LOC107986595","LOC107986895","LOC107986595",32549,"FAM91A1",31849,32549,31849,27533
"32550","LOC107986597","LOC107986896","LOC107986597",32550,"LOC107984176",31850,32550,31850,27535
"32551","LOC107986598","LOC107986897","LOC107986598",32551,"ZNF250",31851,32551,31851,27537
"32552","LOC107986600","LOC107986899","LOC107986600",32552,"MIR6764",31852,32552,31852,27539
"32553","LOC107986601","LOC107986901","LOC107986601",32553,"LOC102724801",31853,32553,31853,27541
"32554","LOC107986602","LOC107986902","LOC107986602",32554,"GJB2",31854,32554,31854,27543
"32555","LOC107986604","LOC107986903","LOC107986604",32555,"SLC46A1",31855,32555,31855,27544
"32556","LOC107986605","LOC107986905","LOC107986605",32556,"LOC105379523",31856,32556,31856,27546
"32557","LOC107986607","LOC107986906","LOC107986607",32557,"SNORD63",31857,32557,31857,27548
"32558","LOC107986608","LOC107986908","LOC107986608",32558,"GDPD2",31858,32558,31858,27550
"32559","LOC107986610","LOC107986909","LOC107986610",32559,"ALDH2",31859,32559,31859,27552
"32560","LOC107986611","LOC107986910","LOC107986611",32560,"GEMIN6",31860,32560,31860,27554
"32561","LOC107986613","LOC107986912","LOC107986613",32561,"HSD3B1",31861,32561,31861,27556
"32562","LOC107986614","LOC107986913","LOC107986614",32562,"LOC107985200",31862,32562,31862,27557
"32563","LOC107986619","LOC107986915","LOC107986619",32563,"LOC105372679",31863,32563,31863,27559
"32564","LOC107986620","LOC107986916","LOC107986620",32564,"BRD1",31864,32564,31864,27561
"32565","LOC107986621","LOC107986919","LOC107986621",32565,"LOC105371975",31865,32565,31865,27563
"32566","LOC107986622","LOC107986920","LOC107986622",32566,"LOC105379477",31866,32566,31866,27565
"32567","LOC107986623","LOC107986921","LOC107986623",32567,"CTIF",31867,32567,31867,27567
"32568","LOC107986624","LOC107986922","LOC107986624",32568,"LURAP1L-AS1",31868,32568,31868,27569
"32569","LOC107986625","LOC107986923","LOC107986625",32569,"LOC107986360",31869,32569,31869,27571
"32570","LOC107986626","LOC107986929","LOC107986626",32570,"LOC105376018",31870,32570,31870,27573
"32571","LOC107986627","LOC107986932","LOC107986627",32571,"LOC107985665",31871,32571,31871,27575
"32572","LOC107986631","LOC107986933","LOC107986631",32572,"LOC105375988",31872,32572,31872,27577
"32573","LOC107986634","LOC107986936","LOC107986634",32573,"LOC105378144",31873,32573,31873,27579
"32574","LOC107986638","LOC107986938","LOC107986638",32574,"SEC14L3",31874,32574,31874,27581
"32575","LOC107986639","LOC107986940","LOC107986639",32575,"LOC101930420",31876,32575,31876,27583
"32576","LOC107986640","LOC107986941","LOC107986640",32576,"LOC107984328",31877,32576,31877,27585
"32577","LOC107986643","LOC107986943","LOC107986643",32577,"LOC105375567",31878,32577,31878,27587
"32578","LOC107986646","LOC107986944","LOC107986646",32578,"LOC107986931",31879,32578,31879,27589
"32579","LOC107986651","LOC107986945","LOC107986651",32579,"DIRC3-AS1",31880,32579,31880,27591
"32580","LOC107986652","LOC107986946","LOC107986652",32580,"OSER1-DT",31881,32580,31881,27592
"32581","LOC107986653","LOC107986949","LOC107986653",32581,"MIR7157",31883,32581,31883,27593
"32582","LOC107986654","LOC107986950","LOC107986654",32582,"LOC107987097",31884,32582,31884,27595
"32583","LOC107986659","LOC107986951","LOC107986659",32583,"PAXBP1-AS1",31886,32583,31886,27597
"32584","LOC107986661","LOC107986952","LOC107986661",32584,"FN1",31887,32584,31887,27598
"32585","LOC107986662","LOC107986953","LOC107986662",32585,"OR9A2",31888,32585,31888,27599
"32586","LOC107986664","LOC107986954","LOC107986664",32586,"DEFA4",31889,32586,31889,27601
"32587","LOC107986666","LOC107986955","LOC107986666",32587,"TARBP1",31890,32587,31890,27603
"32588","LOC107986667","LOC107986956","LOC107986667",32588,"LINC00312",31891,32588,31891,27605
"32589","LOC107986668","LOC107986957","LOC107986668",32589,"UBAC2-AS1",31892,32589,31892,27607
"32590","LOC107986671","LOC107986959","LOC107986671",32590,"LOC107986276",31894,32590,31894,27608
"32591","LOC107986672","LOC107986961","LOC107986672",32591,"CCDC102A",31895,32591,31895,27610
"32592","LOC107986674","LOC107986962","LOC107986674",32592,"LOC152048",31896,32592,31896,27612
"32593","LOC107986675","LOC107986963","LOC107986675",32593,"LOC107984370",31897,32593,31897,27614
"32594","LOC107986676","LOC107986964","LOC107986676",32594,"TET2-AS1",31898,32594,31898,27616
"32595","LOC107986677","LOC107986965","LOC107986677",32595,"LOC105374790",31899,32595,31899,27618
"32596","LOC107986678","LOC107986966","LOC107986678",32596,"SLC8B1",31900,32596,31900,27620
"32597","LOC107986694","LOC107986968","LOC107986694",32597,"LOC105370694",31901,32597,31901,27622
"32598","LOC107986696","LOC107986969","LOC107986696",32598,"LOC107984733",31902,32598,31902,27623
"32599","LOC107986697","LOC107986970","LOC107986697",32599,"ZNF658B",31904,32599,31904,27625
"32600","LOC107986698","LOC107986971","LOC107986698",32600,"ZNF749",31905,32600,31905,27627
"32601","LOC107986700","LOC107986973","LOC107986700",32601,"MIR29C",31906,32601,31906,27628
"32602","LOC107986708","LOC107986974","LOC107986708",32602,"LINC02184",31907,32602,31907,27630
"32603","LOC107986713","LOC107986977","LOC107986713",32603,"EFNA2",31908,32603,31908,27632
"32604","LOC107986714","LOC107986978","LOC107986714",32604,"HECTD2-AS1",31909,32604,31909,27633
"32605","LOC107986715","LOC107986979","LOC107986715",32605,"TPGS2",31910,32605,31910,27635
"32606","LOC107986717","LOC107986981","LOC107986717",32606,"LINC02683",31911,32606,31911,27636
"32607","LOC107986718","LOC107986982","LOC107986718",32607,"NLE1",31913,32607,31913,27638
"32608","LOC107986719","LOC107986983","LOC107986719",32608,"NLRP7",31914,32608,31914,27639
"32609","LOC107986720","LOC107986984","LOC107986720",32609,"LOC112268246",31915,32609,31915,27640
"32610","LOC107986721","LOC107986986","LOC107986721",32610,"SCARNA26B",31916,32610,31916,27641
"32611","LOC107986722","LOC107986990","LOC107986722",32611,"SLC35C2",31917,32611,31917,27642
"32612","LOC107986733","LOC107986993","LOC107986733",32612,"LOC105378287",31918,32612,31918,27644
"32613","LOC107986736","LOC107986995","LOC107986736",32613,"INS",31919,32613,31919,27646
"32614","LOC107986737","LOC107986998","LOC107986737",32614,"OR7C1",31921,32614,31921,27647
"32615","LOC107986738","LOC107987000","LOC107986738",32615,"ZDHHC1",31923,32615,31923,27649
"32616","LOC107986741","LOC107987003","LOC107986741",32616,"LOC105377123",31924,32616,31924,27651
"32617","LOC107986743","LOC107987004","LOC107986743",32617,"CYCSP52",31925,32617,31925,27653
"32618","LOC107986744","LOC107987006","LOC107986744",32618,"MAB21L4",31926,32618,31926,27654
"32619","LOC107986746","LOC107987007","LOC107986746",32619,"KRT17P2",31927,32619,31927,27656
"32620","LOC107986747","LOC107987008","LOC107986747",32620,"RHEBL1",31928,32620,31928,27658
"32621","LOC107986749","LOC107987009","LOC107986749",32621,"LOC107986415",31929,32621,31929,27660
"32622","LOC107986750","LOC107987010","LOC107986750",32622,"LOC107986172",31930,32622,31930,27662
"32623","LOC107986751","LOC107987011","LOC107986751",32623,"LOC105373417",31931,32623,31931,27663
"32624","LOC107986755","LOC107987012","LOC107986755",32624,"OR2T34",31932,32624,31932,27664
"32625","LOC107986757","LOC107987013","LOC107986757",32625,"OGFR",31933,32625,31933,27666
"32626","LOC107986758","LOC107987026","LOC107986758",32626,"AHSA1",31934,32626,31934,27668
"32627","LOC107986759","LOC107987027","LOC107986759",32627,"PSAP",31935,32627,31935,27670
"32628","LOC107986760","LOC107987029","LOC107986760",32628,"LOC105378534",31936,32628,31936,27671
"32629","LOC107986761","LOC107987031","LOC107986761",32629,"LINC01500",31937,32629,31937,27673
"32630","LOC107986763","LOC107987032","LOC107986763",32630,"LDLRAD1",31938,32630,31938,27675
"32631","LOC107986764","LOC107987033","LOC107986764",32631,"STYX",31939,32631,31939,27677
"32632","LOC107986766","LOC107987035","LOC107986766",32632,"ROM1",31940,32632,31940,27679
"32633","LOC107986768","LOC107987037","LOC107986768",32633,"TYW3",31941,32633,31941,27680
"32634","LOC107986769","LOC107987038","LOC107986769",32634,"C18orf12",31942,32634,31942,27682
"32635","LOC107986770","LOC107987039","LOC107986770",32635,"LOC107985647",31943,32635,31943,27684
"32636","LOC107986772","LOC107987040","LOC107986772",32636,"FBXO27",31944,32636,31944,27686
"32637","LOC107986773","LOC107987041","LOC107986773",32637,"LINC02780",31945,32637,31945,27688
"32638","LOC107986775","LOC107987044","LOC107986775",32638,"LOC105369614",31946,32638,31946,27690
"32639","LOC107986776","LOC107987047","LOC107986776",32639,"TGM7",31947,32639,31947,27691
"32640","LOC107986777","LOC107987049","LOC107986777",32640,"CAMK2G",31948,32640,31948,27693
"32641","LOC107986778","LOC107987051","LOC107986778",32641,"RASL10B",31950,32641,31950,27694
"32642","LOC107986780","LOC107987053","LOC107986780",32642,"MIR548AU",31952,32642,31952,27695
"32643","LOC107986781","LOC107987054","LOC107986781",32643,"MXRA8",31953,32643,31953,27697
"32644","LOC107986782","LOC107987055","LOC107986782",32644,"FER1L6",31954,32644,31954,27699
"32645","LOC107986784","LOC107987056","LOC107986784",32645,"LINC02096",31955,32645,31955,27700
"32646","LOC107986786","LOC107987059","LOC107986786",32646,"PICALM",31956,32646,31956,27702
"32647","LOC107986787","LOC107987060","LOC107986787",32647,"LOC105378342",31958,32647,31958,27704
"32648","LOC107986789","LOC107987061","LOC107986789",32648,"CNBD2",31959,32648,31959,27706
"32649","LOC107986790","LOC107987063","LOC107986790",32649,"LINC01961",31961,32649,31961,27708
"32650","LOC107986794","LOC107987064","LOC107986794",32650,"GNG14",31962,32650,31962,27710
"32651","LOC107986796","LOC107987065","LOC107986796",32651,"LOC105374040",31963,32651,31963,27712
"32652","LOC107986800","LOC107987066","LOC107986800",32652,"LOC105378645",31964,32652,31964,27714
"32653","LOC107986811","LOC107987067","LOC107986811",32653,"CHPT1",31965,32653,31965,27716
"32654","LOC107986812","LOC107987068","LOC107986812",32654,"LINC00944",31966,32654,31966,27718
"32655","LOC107986815","LOC107987069","LOC107986815",32655,"LINC01347",31967,32655,31967,27720
